date,state,positive,negative,hospitalized_currently,hospitalized_cumulative,in_icu_currently,in_icu_cumulative,on_ventilator_currently,on_ventilator_cumulative,recovered,data_quality_grade,death,total_test_results
14-03-2020,RI,19,310,,,,,,,,,,329
14-03-2020,SC,13,110,,,,,,,,,,123
14-03-2020,SD,9,182,,,,,,,,,,191
14-03-2020,TN,32,130,,,,,,,,,,162
14-03-2020,TX,51,,,,,,,,,,,51
14-03-2020,UT,6,131,,,,,,,,,,137
14-03-2020,VA,30,117,,,,,,,,,,147
14-03-2020,VT,8,332,,,,,,,,,,340
14-03-2020,WA,2484,15723,,,,,,,,,51,18207
14-03-2020,WI,23,169,,,,,,,,,,192
14-03-2020,WI,23,169,,,,,,,,,,192
14-03-2020,WV,0,26,,,,,,,,,,26
14-03-2020,WY,2,,,,,,,,,,,2
15-03-2020,AK,1,143,,,,,,,,,0,144
15-03-2020,AL,12,28,,,,,,,,,0,40
15-03-2020,AR,16,103,,,,,,,,,,119
15-03-2020,AZ,12,121,,36,,,,,,,0,133
15-03-2020,CA,293,916,,,,,,,,,5,1209
15-03-2020,CO,131,627,,,,,,,,,1,758
15-03-2020,CT,20,125,,,,,,,,,,145
15-03-2020,DC,16,79,,,,,,,,,,95
15-03-2020,DE,6,36,,,,,,,,,0,42
15-03-2020,FL,116,678,,,,,,,,,4,794
15-03-2020,GA,99,,,,,,,,,,1,99
15-03-2020,HI,2,,,,,,,,,,,2
15-03-2020,HI,2,,,,,,,,,,,2
15-03-2020,IA,18,83,,,,,,,,,,101
15-03-2020,ID,5,174,,,,,,,,,,179
15-03-2020,IL,64,449,,,,,,,,,,513
15-03-2020,IN,19,102,,,,,,,,,0,121
15-03-2020,KS,8,135,,,,,,,,,1,143
15-03-2020,KY,16,139,,,,,,,,,1,155
15-03-2020,LA,90,156,,,,,,,,,2,246
15-03-2020,MA,64,584,,,,,,,,,,648
15-03-2020,MD,31,94,,,,,,,,,,125
15-03-2020,ME,3,91,,,,,,,,,,94
15-03-2020,MI,1480,205,,,,,,,,,,1685
15-03-2020,MI,1480,205,,,,,,,,,,1685
15-03-2020,MN,128,1387,,,,,,,,,,1515
15-03-2020,MO,5,122,,,,,,,,,0,127
15-03-2020,MS,10,84,,,,,,,,,,94
15-03-2020,MT,7,103,,,,,,,,,,110
15-03-2020,NC,32,227,,,,,,,,,,259
15-03-2020,ND,1,95,,,,,,,,,0,96
15-03-2020,NE,17,80,,,,,,,,,,97
15-03-2020,NH,13,271,,,,,,,,,,284
15-03-2020,NJ,98,120,,,,,,,,,2,218
15-03-2020,NM,13,482,,,,,,,,,,495
15-03-2020,NV,21,168,,,,,,,,,1,189
15-03-2020,NY,729,4543,,,,,,,,,3,5272
15-03-2020,OH,36,139,,,,,,,,,,175
15-03-2020,OK,9,118,,,,,,,,,,127
15-03-2020,OR,36,420,,,,,,,,,,456
15-03-2020,PA,63,205,,,,,,,,,,268
15-03-2020,PA,63,205,,,,,,,,,,268
15-03-2020,RI,20,364,,,,,,,,,,384
15-03-2020,SC,19,154,,,,,,,,,,173
15-03-2020,SD,9,327,,,,,,,,,,336
15-03-2020,TN,39,157,,,,,,,,,,196
15-03-2020,TX,56,,,,,,,,,,,56
15-03-2020,UT,28,131,,,,,,,,,0,159
15-03-2020,VA,45,363,,,,,,,,,1,408
15-03-2020,VT,12,405,,,,,,,,,,417
15-03-2020,WA,2738,17158,,,,,,,,,57,19896
15-03-2020,WI,37,313,,,,,,,,,,350
15-03-2020,WI,37,313,,,,,,,,,,350
15-03-2020,WV,0,38,,,,,,,,,0,38
15-03-2020,WY,3,,,,,,,,,,,3
16-03-2020,AK,1,143,,,,,,,,,0,144
16-03-2020,AL,28,28,,,,,,,,,0,56
16-03-2020,AR,22,132,,,,,,,,,,154
16-03-2020,AS,,,,,,,,,,,,0
16-03-2020,AZ,18,125,,42,,,,,,,0,143
16-03-2020,CA,335,7981,,,,,,,,,6,8316
16-03-2020,CO,131,627,,,,,,,,,1,758
16-03-2020,CT,26,125,,,,,,,,,,151
16-03-2020,DC,17,96,,,,,,,,,,113
16-03-2020,DE,8,36,,,,,,,,,0,44
16-03-2020,FL,141,684,,,,,,,,,4,825
16-03-2020,GA,121,,,,,,,,,,1,121
16-03-2020,GU,3,23,,,,,,,,,,26
16-03-2020,HI,7,,,,,,,,,,,7
16-03-2020,HI,7,,,,,,,,,,,7
16-03-2020,IA,22,83,,,,,,,,,,105
16-03-2020,ID,5,265,,,,,,,,,,270
16-03-2020,IL,93,932,,,,,,,,,,1025
16-03-2020,IN,24,115,,,,,,,,,1,139
16-03-2020,KS,11,166,,,,,,,,,1,177
16-03-2020,KY,21,234,,,,,,,,,1,255
16-03-2020,LA,115,188,,,,,,,,,2,303
16-03-2020,MA,97,1199,,,,,,,,,,1296
16-03-2020,MD,37,94,,,,,,,,,2,131
16-03-2020,ME,17,764,,,,,,,,,,781
16-03-2020,MI,1933,272,,,,,,,,,,2205
16-03-2020,MI,1933,272,,,,,,,,,,2205
16-03-2020,MN,179,1839,,,,,,,,,,2018
16-03-2020,MO,6,164,,,,,,,,,0,170
16-03-2020,MP,0,,,,,,,,,,,0
16-03-2020,MS,12,277,,,,,,,,,,289
16-03-2020,MT,7,198,,,,,,,,,,205
16-03-2020,NC,33,296,,,,,,,,,0,329
16-03-2020,ND,1,123,,,,,,,,,0,124
16-03-2020,NE,18,170,,,,,,,,,,188
16-03-2020,NH,13,271,,,,,,,,,,284
16-03-2020,NJ,178,120,,,,,,,,,2,298
16-03-2020,NM,17,566,,,,,,,,,,583
16-03-2020,NV,45,168,,,,,,,,,1,213
16-03-2020,NY,950,4543,,,,,,,,,7,5493
16-03-2020,OH,50,140,,,,,,,,,,190
16-03-2020,OK,10,174,,,,,,,,,,184
16-03-2020,OR,39,579,,,,,,,,,,618
16-03-2020,PA,76,670,,,,,,,,,,746
16-03-2020,PA,76,670,,,,,,,,,,746
16-03-2020,PR,5,9,,,,,,,,,,14
16-03-2020,RI,22,455,,,,,,,,,,477
16-03-2020,SC,28,235,,,,,,,,,1,263
16-03-2020,SD,10,494,,,,,,,,,,504
16-03-2020,TN,52,270,,,,,,,,,,322
16-03-2020,TX,57,,,,,,,,,,,57
16-03-2020,UT,39,131,,,,,,,,,0,170
16-03-2020,VA,51,438,,,,,,,,,1,489
16-03-2020,VI,1,,,,,,,,,,,1
16-03-2020,VT,17,487,,,,,,,,,,504
16-03-2020,WA,3107,21684,,,,,,,,,69,24791
16-03-2020,WI,56,504,,,,,,,,,,560
16-03-2020,WI,56,504,,,,,,,,,,560
16-03-2020,WV,0,80,,,,,,,,,0,80
16-03-2020,WY,3,,,,,,,,,,,3
17-03-2020,AK,3,334,,,,,,,,,0,337
17-03-2020,AL,36,28,,,,,,,,,0,64
17-03-2020,AR,22,197,,,,,,,,,,219
17-03-2020,AS,,,,,,,,,,,,0
17-03-2020,AZ,20,142,,55,,,,,,,0,162
17-03-2020,CA,483,7981,,,,,,,,,11,8464
17-03-2020,CO,160,1056,,,,,,,,,1,1216
17-03-2020,CT,41,125,,,,,,,,,,166
17-03-2020,DC,22,104,,,,,,,,,,126
17-03-2020,DE,16,36,,,,,,,,,0,52
17-03-2020,FL,186,940,,,,,,,,,6,1126
17-03-2020,GA,146,,,,,,,,,,1,146
17-03-2020,GU,5,41,,,,,,,,,,46
17-03-2020,HI,10,,,,,,,,,,,10
17-03-2020,HI,10,,,,,,,,,,,10
17-03-2020,IA,23,83,,,,,,,,,,106
17-03-2020,ID,7,346,,,,,,,,,,353
17-03-2020,IL,159,1340,,,,,,,,,1,1499
17-03-2020,IN,30,129,,,,,,,,,2,159
17-03-2020,KS,15,382,,,,,,,,,1,397
17-03-2020,KY,22,295,,,,,,,,,1,317
17-03-2020,LA,137,286,,,,,,,,,4,423
17-03-2020,MA,118,1633,,,,,,,,,,1751
17-03-2020,MD,57,94,,,,,,,,,,151
17-03-2020,ME,32,1303,,,,,,,,,,1335
17-03-2020,MI,3659,879,,,,,,,,,2,4538
17-03-2020,MI,3659,879,,,,,,,,,2,4538
17-03-2020,MN,246,2276,,,,,,,,,,2522
17-03-2020,MO,8,207,,,,,,,,,0,215
17-03-2020,MP,0,,,,,,,,,,,0
17-03-2020,MS,21,368,,,,,,,,,,389
17-03-2020,MT,8,303,,,,,,,,,,311
17-03-2020,NC,40,474,,,,,,,,,0,514
17-03-2020,ND,3,220,,,,,,,,,0,223
17-03-2020,NE,21,206,,,,,,,,,,227
17-03-2020,NH,17,355,,,,,,,,,,372
17-03-2020,NJ,267,163,,,,,,,,,3,430
17-03-2020,NM,23,1249,,,,,,,,,,1272
17-03-2020,NV,55,168,,,,,,,,,1,223
17-03-2020,NY,1700,5506,325,,,,,,,,7,7206
17-03-2020,OH,67,140,,,,,,,,,,207
17-03-2020,OK,17,247,,,,,,,,,,264
17-03-2020,OR,47,689,,,,,,,,,,736
17-03-2020,PA,96,879,,,,,,,,,,975
17-03-2020,PA,96,879,,,,,,,,,,975
17-03-2020,PR,5,13,,,,,,,,,,18
17-03-2020,RI,33,608,,,,,,,,,,641
17-03-2020,SC,33,311,,,,,,,,,1,344
17-03-2020,SD,11,551,,,,,,,,,,562
17-03-2020,TN,73,330,,,,,,,,,,403
17-03-2020,TX,64,1204,,,,,,,,,1,1268
17-03-2020,UT,51,131,,,,,,,,,0,182
17-03-2020,VA,67,961,,,,,,,,,1,1028
17-03-2020,VI,2,,,,,,,,,,,2
17-03-2020,VT,19,581,,,,,,,,,,600
17-03-2020,WA,3432,25997,,,,,,,,,78,29429
17-03-2020,WI,83,1038,,,,,,,,,,1121
17-03-2020,WI,83,1038,,,,,,,,,,1121
17-03-2020,WV,0,80,,,,,,,,,0,80
17-03-2020,WY,10,95,,,,,,,,,,105
18-03-2020,AK,6,406,,,,,,,,,0,412
18-03-2020,AL,46,28,,,,,,,,,0,74
18-03-2020,AR,33,236,,,,,,,,,,269
18-03-2020,AS,,,,,,,,,,,0,0
18-03-2020,AZ,28,148,,67,,,,,,,0,176
18-03-2020,CA,611,7981,,,,,,,,,13,8592
18-03-2020,CO,183,1617,,,,,,,,,2,1800
18-03-2020,CT,68,125,,,,,,,,,,193
18-03-2020,DC,31,138,,,,,,,,,,169
18-03-2020,DE,25,36,,,,,,,,,0,61
18-03-2020,FL,314,1225,,,,,,,,,7,1539
18-03-2020,GA,197,1311,,,,,,,,,1,1508
18-03-2020,GU,8,57,,,,,,,,,,65
18-03-2020,HI,14,93,,,,,,,,,,107
18-03-2020,HI,14,93,,,,,,,,,,107
18-03-2020,IA,29,83,,,,,,,,,,112
18-03-2020,ID,9,459,,,,,,,,,,468
18-03-2020,IL,288,1763,,,,,,,,,1,2051
18-03-2020,IN,39,154,,,,,,,,,2,193
18-03-2020,KS,16,417,,,,,,,,,1,433
18-03-2020,KY,26,354,,,,,,,,,1,380
18-03-2020,LA,240,335,,,,,,,,,6,575
18-03-2020,MA,156,2115,,,,,,,,,2,2271
18-03-2020,MD,85,94,,,,,,,,,2,179
18-03-2020,ME,43,1670,,,,,,,,,,1713
18-03-2020,MI,4531,1478,,,,,,,,,5,6009
18-03-2020,MI,4531,1478,,,,,,,,,5,6009
18-03-2020,MN,269,2685,,,,,,,,,,2954
18-03-2020,MO,13,253,,,,,,,,,0,266
18-03-2020,MP,0,,,,,,,,,,0,0
18-03-2020,MS,34,479,,,,,,,,,,513
18-03-2020,MT,10,499,,,,,,,,,,509
18-03-2020,NC,63,1787,,,,,,,,,0,1850
18-03-2020,ND,6,268,,,,,,,,,0,274
18-03-2020,NE,24,206,,,,,,,,,,230
18-03-2020,NH,26,513,,,,,,,,,,539
18-03-2020,NJ,427,190,,,,,,,,,5,617
18-03-2020,NM,28,2326,,,,,,,,,,2354
18-03-2020,NV,55,168,,,,,,,,,2,223
18-03-2020,NY,2382,12215,416,,,,,,,,12,14597
18-03-2020,OH,88,140,,,,,,,,,,228
18-03-2020,OK,29,378,,,,,,,,,,407
18-03-2020,OR,75,1118,,,,,,,,,3,1193
18-03-2020,PA,133,1187,,,,,,,,,1,1320
18-03-2020,PA,133,1187,,,,,,,,,1,1320
18-03-2020,PR,5,31,,,,,,,,,,36
18-03-2020,RI,44,719,,,,,,,,,,763
18-03-2020,SC,60,583,,,,,,,,,1,643
18-03-2020,SD,11,551,,,,,,,,,1,562
18-03-2020,TN,98,349,,,,,,,,,,447
18-03-2020,TX,83,1824,,,,,,,,,2,1907
18-03-2020,UT,63,131,,,,,,,,,0,194
18-03-2020,VA,77,1201,,,,,,,,,1,1278
18-03-2020,VI,2,,,,,,,,,,,2
18-03-2020,VT,21,637,,,,,,,,,,658
18-03-2020,WA,3810,30359,,,,,,,,,82,34169
18-03-2020,WI,121,1577,,,,,,,,,,1698
18-03-2020,WI,121,1577,,,,,,,,,,1698
18-03-2020,WV,1,122,,,,,,,,,0,123
18-03-2020,WY,15,178,,,,,,,,,,193
19-03-2020,AK,6,432,,,,,,,,,0,438
19-03-2020,AL,68,28,,,,,,,,,0,96
19-03-2020,AR,46,310,,,,,,,,,,356
19-03-2020,AS,,,,,,,,,,,0,0
19-03-2020,AZ,44,175,,85,,,,,,,0,219
19-03-2020,CA,924,8787,,,,,,,,,18,9711
19-03-2020,CO,216,2112,,,,,,,,,2,2328
19-03-2020,CT,96,604,,,,,,,,,1,700
19-03-2020,DC,39,153,,,,,,,,,0,192
19-03-2020,DE,30,36,,,,,,,,,0,66
19-03-2020,FL,390,1533,,,,,,,,,8,1923
19-03-2020,GA,287,1544,,,,,,,,,10,1831
19-03-2020,GU,12,69,,,,,,,,,,81
19-03-2020,HI,16,93,,,,,,,,,,109
19-03-2020,HI,16,93,,,,,,,,,,109
19-03-2020,IA,38,83,,,,,,,,,,121
19-03-2020,ID,11,459,,,,,,,,,,470
19-03-2020,IL,422,2725,,,,,,,,,4,3147
19-03-2020,IN,56,324,,,,,,,,,2,380
19-03-2020,KS,34,417,,,,,,,,,1,451
19-03-2020,KY,35,454,,,,,,,,,1,489
19-03-2020,LA,347,458,,,,,,,,,8,805
19-03-2020,MA,229,2918,,,,,,,,,3,3147
19-03-2020,MD,107,94,,,,,,,,,2,201
19-03-2020,ME,53,2004,,,,,,,,,,2057
19-03-2020,MI,5276,2051,,,,,,,,,10,7327
19-03-2020,MI,5276,2051,,,,,,,,,10,7327
19-03-2020,MN,287,2949,,,,,,,,,,3236
19-03-2020,MO,24,308,,,,,,,,,1,332
19-03-2020,MP,0,,,,,,,,,,0,0
19-03-2020,MS,50,552,,,,,,,,,,602
19-03-2020,MT,12,761,,,,,,,,,,773
19-03-2020,NC,97,2408,,,,,,,,,0,2505
19-03-2020,ND,15,493,,,,,,,,,0,508
19-03-2020,NE,27,240,,,,,,,,,0,267
19-03-2020,NH,39,621,,,,,,,,,,660
19-03-2020,NJ,742,210,,,,,,,,,9,952
19-03-2020,NM,35,2762,,,,,,,,,,2797
19-03-2020,NV,95,1626,,,,,,,,,3,1721
19-03-2020,NY,4152,18132,617,,,,,,,,12,22284
19-03-2020,OH,119,140,,,,,,,,,,259
19-03-2020,OK,44,466,,,,,,,,,1,510
19-03-2020,OR,88,1329,,,,,,,,,3,1417
19-03-2020,PA,185,1608,,,,,,,,,1,1793
19-03-2020,PA,185,1608,,,,,,,,,1,1793
19-03-2020,PR,5,56,,,,,,,,,,61
19-03-2020,RI,61,968,,,,,,,,,,1029
19-03-2020,SC,60,583,,,,,,,,,1,643
19-03-2020,SD,11,551,,,,,,,,,1,562
19-03-2020,TN,154,349,,,,,,,,,,503
19-03-2020,TX,143,2212,,,,,,,,,3,2355
19-03-2020,UT,78,1448,,,,,,,,,0,1526
19-03-2020,VA,94,1829,,,,,,,,,2,1923
19-03-2020,VI,3,,,,,,,,,,,3
19-03-2020,VT,28,764,,,,,,,,,,792
19-03-2020,WA,4146,34573,,,,,,,,,92,38719
19-03-2020,WI,174,2192,,,,,,,,,,2366
19-03-2020,WI,174,2192,,,,,,,,,,2366
19-03-2020,WV,2,143,,,,,,,,,0,145
19-03-2020,WY,18,271,,,,,,,,,,289
20-03-2020,AK,12,686,,,,,,,,,0,698
20-03-2020,AL,81,28,,,,,,,,,0,109
20-03-2020,AR,96,351,,,,,,,,,,447
20-03-2020,AS,,,,,,,,,,,0,0
20-03-2020,AZ,65,211,,108,,,,,,,0,276
20-03-2020,CA,1063,10424,,,,,,,,,20,11487
20-03-2020,CO,277,2675,,,,,,,,,3,2952
20-03-2020,CT,194,604,,,,,,,,,3,798
20-03-2020,DC,71,501,,,,,,,,,1,572
20-03-2020,DE,38,36,,,,,,,,,0,74
20-03-2020,FL,520,1870,,,,,,,,,10,2390
20-03-2020,GA,420,1966,,,,,,,,,13,2386
20-03-2020,GU,14,86,,,,,,,,,,100
20-03-2020,HI,26,124,,,,,,,,,,150
20-03-2020,HI,26,124,,,,,,,,,,150
20-03-2020,IA,45,642,,,,,,,,,,687
20-03-2020,ID,23,590,,,,,,,,,,613
20-03-2020,IL,585,3696,,,,,,,,,5,4281
20-03-2020,IN,79,475,,,,,,,,,2,554
20-03-2020,KS,44,417,,,,,,,,,1,461
20-03-2020,KY,47,592,,,,,,,,,1,639
20-03-2020,LA,473,568,,,,,,,,,12,1041
20-03-2020,MA,314,3795,,,,,,,,,5,4109
20-03-2020,MD,149,94,,,,,,,,,3,243
20-03-2020,ME,57,2264,,,,,,,,,,2321
20-03-2020,MI,6219,3041,,,,,,,,,13,9260
20-03-2020,MI,6219,3041,,,,,,,,,13,9260
20-03-2020,MN,303,3741,,,,,,,,,,4044
20-03-2020,MO,47,369,,,,,,,,,1,416
20-03-2020,MP,0,,,,,,,,,,0,0
20-03-2020,MS,80,695,,,,,,,,,1,775
20-03-2020,MT,16,931,,,,,,,,,,947
20-03-2020,NC,137,3096,,,,,,,,,0,3233
20-03-2020,ND,20,800,,,,,,,,,0,820
20-03-2020,NE,32,240,,,,,,,,,0,272
20-03-2020,NH,44,745,,,,,,,,,,789
20-03-2020,NJ,890,264,,,,,,,,,11,1154
20-03-2020,NM,43,3771,,,,,,,,,,3814
20-03-2020,NV,109,1992,,,,,,,,,3,2101
20-03-2020,NY,7102,25325,1042,,,,,,,,35,32427
20-03-2020,OH,169,140,,,,,,,,,1,309
20-03-2020,OK,49,538,,,,,,,,,1,587
20-03-2020,OR,114,2003,,,,,,,,,3,2117
20-03-2020,PA,268,2574,,,,,,,,,1,2842
20-03-2020,PA,268,2574,,,,,,,,,1,2842
20-03-2020,PR,14,114,,,,,,,,,,128
20-03-2020,RI,74,1161,,,,,,,,,,1235
20-03-2020,SC,81,833,,,,,,,,,1,914
20-03-2020,SD,14,663,,,,,,,,,1,677
20-03-2020,TN,228,563,,,,,,,,,,791
20-03-2020,TX,194,5083,,,,,,,,,5,5277
20-03-2020,UT,112,2035,,,,,,,,,0,2147
20-03-2020,VA,114,2211,,,,,,,,,2,2325
20-03-2020,VI,3,,,,,,,,,,,3
20-03-2020,VT,44,957,,,,,,,,,2,1001
20-03-2020,WA,4551,38229,,,,,,,,,104,42780
20-03-2020,WI,235,3455,,,,,,,,,3,3690
20-03-2020,WI,235,3455,,,,,,,,,3,3690
20-03-2020,WV,7,219,,,,,,,,,0,226
20-03-2020,WY,19,331,,,,,,,,,,350
21-03-2020,AK,14,758,,0,,,,,,,0,772
21-03-2020,AL,124,28,,,,,,,,,0,152
21-03-2020,AR,118,567,,,,,,,,,,685
21-03-2020,AS,,,,,,,,,,,0,0
21-03-2020,AZ,104,240,,128,,,,,,,1,344
21-03-2020,CA,1279,11249,,,,,,,,,24,12528
21-03-2020,CO,363,3317,,44,,,,,,,4,3680
21-03-2020,CT,194,2106,,,,,,,,,4,2300
21-03-2020,DC,77,506,,,,,,,,,1,583
21-03-2020,DE,45,36,,,,,,,,,0,81
21-03-2020,FL,658,6579,,158,,,,,,,12,7237
21-03-2020,GA,507,2557,,,,,,,,,14,3064
21-03-2020,GU,15,108,,,,,,,,,,123
21-03-2020,HI,37,124,,,,,,,,,,161
21-03-2020,HI,37,124,,,,,,,,,,161
21-03-2020,IA,68,1049,,,,,,,,,,1117
21-03-2020,ID,31,880,,,,,,,,,,911
21-03-2020,IL,753,5488,,,,,,,,,6,6241
21-03-2020,IN,126,707,,1,,,,,,,4,833
21-03-2020,KS,55,417,,,,,,,,,2,472
21-03-2020,KY,54,714,,,,,,,,,2,768
21-03-2020,LA,580,2180,,,,,,,,,16,2760
21-03-2020,MA,426,4799,,61,,,,,,,7,5225
21-03-2020,MD,190,94,,,,,,,,,3,284
21-03-2020,ME,73,2264,,,,,,,,,,2337
21-03-2020,MI,7023,4086,,,,,,,,,23,11109
21-03-2020,MI,7023,4086,,,,,,,,,23,11109
21-03-2020,MN,327,3952,,,,,,,,,1,4279
21-03-2020,MO,73,369,,,,,,,,,3,442
21-03-2020,MP,0,,,,,,,,,,0,0
21-03-2020,MS,140,695,,,,,,,,,1,835
21-03-2020,MT,20,1146,,,,,,,,,,1166
21-03-2020,NC,184,5092,,,,,,,,,0,5276
21-03-2020,ND,28,1141,,3,,,,,,,0,1169
21-03-2020,NE,38,356,,,,,,,,,0,394
21-03-2020,NH,55,973,,,,,,,,,,1028
21-03-2020,NJ,1327,294,,,,,,,,,16,1621
21-03-2020,NM,57,3771,,,,,,,,,,3828
21-03-2020,NV,124,2384,,,,,,,,,5,2508
21-03-2020,NY,10356,35081,1436,1531,,,,,,,44,45437
21-03-2020,OH,247,140,,58,,,,,,,3,387
21-03-2020,OK,53,560,,10,,,,,,,1,613
21-03-2020,OR,114,2003,,,,,,,,,3,2117
21-03-2020,PA,371,3766,,,,,,,,,2,4137
21-03-2020,PA,371,3766,,,,,,,,,2,4137
21-03-2020,PR,21,143,,,,,,,,,,164
21-03-2020,RI,88,1284,,,,,,,,,,1372
21-03-2020,SC,152,1255,,,,,,,,,1,1407
21-03-2020,SD,14,691,,,,,,,,,1,705
21-03-2020,TN,371,3272,,,,,,,,,,3643
21-03-2020,TX,304,6218,,,,,,,,,5,6522
21-03-2020,UT,136,2424,,,,,,,,,0,2560
21-03-2020,VA,152,2638,,25,,,,,,,2,2790
21-03-2020,VI,6,,,,,,,,,,,6
21-03-2020,VT,52,1080,,,,,,,,,2,1132
21-03-2020,WA,4837,40285,,,,,,,,,111,45122
21-03-2020,WI,315,4628,,,,,,,,,4,4943
21-03-2020,WI,315,4628,,,,,,,,,4,4943
21-03-2020,WV,11,330,,1,,,,,,,0,341
21-03-2020,WY,23,438,,,,,,,,,,461
22-03-2020,AK,22,946,,0,,,,,,,0,968
22-03-2020,AL,138,1464,,,,,,,,,0,1602
22-03-2020,AR,165,711,13,,,,,,,,0,876
22-03-2020,AS,,,,,,,,,,,0,0
22-03-2020,AZ,152,282,,145,,,,,,,2,434
22-03-2020,CA,1536,11304,,,,,,,,,27,12840
22-03-2020,CO,475,4075,56,49,,,,,,,5,4550
22-03-2020,CT,223,2877,43,,,,,,,,5,3100
22-03-2020,DC,98,957,,,,,,,,,1,1055
22-03-2020,DE,56,36,,,,,,,,,0,92
22-03-2020,FL,830,7990,,185,,,,,,,13,8820
22-03-2020,GA,600,3420,,,,,,,,,23,4020
22-03-2020,GU,27,126,,,,,,,,,1,153
22-03-2020,HI,48,263,,,,,,,,,,311
22-03-2020,HI,48,263,,,,,,,,,,311
22-03-2020,IA,90,1215,,,,,,,,,,1305
22-03-2020,ID,42,1175,,,,,,,,,0,1217
22-03-2020,IL,1049,7271,,,,,,,,,9,8320
22-03-2020,IN,201,1293,,1,,,,,,,6,1494
22-03-2020,KS,64,417,,,,,,,,,2,481
22-03-2020,KY,99,1472,,,,,,,,,3,1571
22-03-2020,LA,837,2661,,,,,,,,,20,3498
22-03-2020,MA,547,5476,,71,,,,,,,11,6023
22-03-2020,MD,244,94,,,,,,,,,4,338
22-03-2020,ME,89,2264,,,,,,,,,,2353
22-03-2020,MI,7822,4791,,,,,,,,,36,12613
22-03-2020,MI,7822,4791,,,,,,,,,36,12613
22-03-2020,MN,349,4511,,12,,,,,,,1,4860
22-03-2020,MO,90,369,,,,,,,,,3,459
22-03-2020,MP,0,,,,,,,,,,0,0
22-03-2020,MS,207,1114,,33,,,,,,,1,1321
22-03-2020,MT,31,1146,,,,,,,,,,1177
22-03-2020,NC,255,6183,,,,,,,,,0,6438
22-03-2020,ND,28,1260,,3,,,,,,,0,1288
22-03-2020,NE,48,356,,,,,,,,,0,404
22-03-2020,NH,65,1188,,,,,,,,,,1253
22-03-2020,NJ,1914,327,,,,,,,,,20,2241
22-03-2020,NM,57,4722,,,,,,,,,,4779
22-03-2020,NV,190,2448,,,,,,,,,7,2638
22-03-2020,NY,15168,46233,2043,2354,,,,,,,114,61401
22-03-2020,OH,351,140,,83,,,,,,,3,491
22-03-2020,OK,67,669,,11,,,,,,,2,736
22-03-2020,OR,161,2864,,43,,,,,,,4,3025
22-03-2020,PA,479,4964,,,,,,,,,2,5443
22-03-2020,PA,479,4964,,,,,,,,,2,5443
22-03-2020,PR,23,183,,,,,,,,,1,206
22-03-2020,RI,113,1547,,,,,,,,,,1660
22-03-2020,SC,195,1466,,,,,,,,,3,1661
22-03-2020,SD,21,740,,,,,,,,,1,761
22-03-2020,TN,505,3272,,,,,,,,,,3777
22-03-2020,TX,334,8422,,,,,,,,,5,8756
22-03-2020,UT,181,3508,,,,,,,,,1,3689
22-03-2020,VA,219,3118,,32,,,,,,,3,3337
22-03-2020,VI,6,,,,,,,,,,,6
22-03-2020,VT,76,1204,,,,,,,,,2,1280
22-03-2020,WA,5121,41889,,,,,,,,,126,47010
22-03-2020,WI,425,6230,,,,,,,,,4,6655
22-03-2020,WI,425,6230,,,,,,,,,4,6655
22-03-2020,WV,12,385,,1,,,,,,,0,397
22-03-2020,WY,24,438,,,,,,,,,,462
23-03-2020,AK,22,946,,0,,,,,,A,0,968
23-03-2020,AL,167,1665,,,,,,,,C,0,1832
23-03-2020,AR,174,906,13,,,,,,,A,0,1080
23-03-2020,AS,,,,,,,,,,,0,0
23-03-2020,AZ,265,309,,189,,,,,,B,2,574
23-03-2020,CA,1733,12567,,,,,,,,B,27,14300
23-03-2020,CO,591,4845,74,58,,,,,,A,6,5436
23-03-2020,CT,415,4085,54,,,,,,,A,10,4500
23-03-2020,DC,116,1113,,,,,,,,A,2,1229
23-03-2020,DE,68,36,,,,,,,,C,0,104
23-03-2020,FL,1171,11063,,217,,,,,,A,14,12234
23-03-2020,GA,772,4297,,,,,,,,A,25,5069
23-03-2020,GU,29,161,,,,,,,,,1,190
23-03-2020,HI,56,2955,,,,,,,,A,,3011
23-03-2020,HI,56,2955,,,,,,,,A,,3011
23-03-2020,IA,105,2043,,,,,,,,C,,2148
23-03-2020,ID,47,1309,,,,,,,,A,0,1356
23-03-2020,IL,1273,8583,,,,,,,,A,12,9856
23-03-2020,IN,259,1701,,1,,,,,,B,7,1960
23-03-2020,KS,82,417,,,,,,,,B,2,499
23-03-2020,KY,104,1762,,,,,,,,A,3,1866
23-03-2020,LA,1172,4776,,,,,,,,B,34,5948
23-03-2020,MA,678,8263,,79,,,,,,B,17,8941
23-03-2020,MD,288,94,,,,,,,,D,4,382
23-03-2020,ME,107,2791,,,,,,,,A,,2898
23-03-2020,MI,9062,5847,,,,,,,,D,57,14909
23-03-2020,MI,9062,5847,,,,,,,,D,57,14909
23-03-2020,MN,393,4511,,17,,,,,,A,1,4904
23-03-2020,MO,183,369,,,,,,,,C,3,552
23-03-2020,MP,0,,,,,,,,,,0,0
23-03-2020,MS,249,1143,,33,,,,,,B,1,1392
23-03-2020,MT,34,1146,,,,,,,,C,,1180
23-03-2020,NC,297,8141,,,,,,,,A,0,8438
23-03-2020,ND,30,1353,,4,,,,,,B,0,1383
23-03-2020,NE,50,356,,,,,,,,A,0,406
23-03-2020,NH,78,1374,,,,,,,,B,,1452
